state,law,veto,congress,justices,pki,pk
NY,1,0,0,1,0.5,0.7316810344827587
MT,1,1,1,1,1.0,0.7361111111111112
MI,1,1,1,1,1.0,0.7061068702290076
NY,1,0,1,1,0.75,0.7316810344827587
PA,1,1,1,1,1.0,0.6622222222222223
NE,1,0,1,1,0.75,0.65625
MO,0,0,1,0,0.25,0.7005208333333334
NY,1,1,1,1,1.0,0.7316810344827587
VA,0,0,1,1,0.5,0.7158119658119658
CA,1,1,1,1,1.0,0.7258566978193146
FL,1,0,1,1,0.75,0.680628272251309
MI,1,0,1,1,0.75,0.7061068702290076
TX,1,1,1,1,1.0,0.6930051813471503
PA,1,0,1,1,0.75,0.6622222222222223
TX,1,0,1,1,0.75,0.6930051813471503
IA,1,0,1,1,0.75,0.6938775510204082
CA,1,1,0,1,0.75,0.7258566978193146
WI,0,1,0,1,0.5,0.7091346153846154
IL,1,1,1,1,1.0,0.6966911764705882
TX,0,1,1,0,0.5,0.6930051813471503
CA,1,0,0,1,0.5,0.7258566978193146
TX,1,1,1,1,1.0,0.6930051813471503
GA,1,0,1,1,0.75,0.6039603960396039
FL,1,0,0,1,0.5,0.680628272251309
FL,1,1,1,1,1.0,0.680628272251309
WA,1,1,1,1,1.0,0.7172619047619048
NY,1,1,1,1,1.0,0.7316810344827587
MA,1,0,0,1,0.5,0.7105263157894737
FL,0,0,0,0,0.0,0.680628272251309
MO,1,0,1,1,0.75,0.7005208333333334
OH,1,0,1,1,0.75,0.6855828220858896
GA,1,0,1,1,0.75,0.6039603960396039
NC,1,1,1,1,1.0,0.6365384615384615
MN,1,0,1,1,0.75,0.7476190476190476
VA,1,1,1,1,1.0,0.7158119658119658
ME,1,1,1,1,1.0,0.8484848484848485
NJ,1,0,0,1,0.5,0.7
TX,1,1,0,1,0.75,0.6930051813471503
CA,0,0,0,1,0.25,0.7258566978193146
PA,1,1,1,1,1.0,0.6622222222222223
NC,0,1,0,0,0.25,0.6365384615384615
MN,1,1,1,1,1.0,0.7476190476190476
TX,0,0,0,1,0.25,0.6930051813471503
CA,1,0,1,1,0.75,0.7258566978193146
PA,0,0,1,0,0.25,0.6622222222222223
NC,1,0,1,1,0.75,0.6365384615384615
OH,1,1,1,1,1.0,0.6855828220858896
CO,0,0,1,0,0.25,0.7090163934426229
OR,1,1,1,1,1.0,0.6610169491525424
MA,0,0,0,1,0.25,0.7105263157894737
VA,1,0,1,1,0.75,0.7158119658119658
IL,0,0,0,0,0.0,0.6966911764705882
OK,1,0,0,1,0.5,0.6363636363636364
MD,0,1,0,1,0.5,0.7225274725274725
CT,1,1,1,1,1.0,0.7205882352941176
AR,1,0,1,1,0.75,0.6214285714285714
NY,1,1,1,1,1.0,0.7316810344827587
NJ,0,0,1,1,0.5,0.7
IA,1,0,1,1,0.75,0.6938775510204082
MO,1,0,1,1,0.75,0.7005208333333334
MI,0,0,0,1,0.25,0.7061068702290076
IN,1,0,0,1,0.5,0.6658415841584159
CA,1,0,0,1,0.5,0.7258566978193146
FL,1,1,1,1,1.0,0.680628272251309
PA,1,0,1,1,0.75,0.6622222222222223
TX,1,1,0,1,0.75,0.6930051813471503
IL,1,1,1,1,1.0,0.6966911764705882
CO,1,0,0,1,0.5,0.7090163934426229
GA,1,0,1,1,0.75,0.6039603960396039
MN,1,0,1,0,0.5,0.7476190476190476
OH,0,0,0,0,0.0,0.6855828220858896
FL,1,1,0,1,0.75,0.680628272251309
MI,1,1,1,1,1.0,0.7061068702290076
TX,1,1,1,1,1.0,0.6930051813471503
IL,1,1,0,1,0.75,0.6966911764705882
OR,1,0,1,1,0.75,0.6610169491525424
VT,1,1,0,1,0.75,0.8392857142857143
NY,1,1,1,1,1.0,0.7316810344827587
IL,1,0,1,1,0.75,0.6966911764705882
TN,0,0,0,1,0.25,0.6728723404255319
SC,1,0,0,1,0.5,0.7067307692307693
AR,1,0,1,1,0.75,0.6214285714285714
TX,0,0,0,1,0.25,0.6930051813471503
OH,0,0,0,0,0.0,0.6855828220858896
WI,0,0,0,1,0.25,0.7091346153846154
MI,1,1,1,1,1.0,0.7061068702290076
OK,0,0,0,0,0.0,0.6363636363636364
WI,1,1,1,1,1.0,0.7091346153846154
MN,1,0,1,1,0.75,0.7476190476190476
NM,1,0,1,1,0.75,0.6944444444444444
CA,1,1,0,1,0.75,0.7258566978193146
CA,0,0,0,1,0.25,0.7258566978193146
LA,1,1,1,0,0.75,0.6217948717948718
MI,1,0,1,1,0.75,0.7061068702290076
KS,1,0,0,0,0.25,0.75
MI,0,0,1,0,0.25,0.7061068702290076
MD,1,0,1,1,0.75,0.7225274725274725
CA,1,1,0,1,0.75,0.7258566978193146
MD,1,1,0,1,0.75,0.7225274725274725
VA,1,1,1,1,1.0,0.7158119658119658
OH,0,0,0,0,0.0,0.6855828220858896
WA,1,0,1,1,0.75,0.7172619047619048
PA,1,0,0,0,0.25,0.6622222222222223
KY,0,0,1,0,0.25,0.631578947368421
TX,0,0,0,0,0.0,0.6930051813471503
KY,0,0,1,0,0.25,0.631578947368421
OH,1,1,1,1,1.0,0.6855828220858896
FL,1,0,1,1,0.75,0.680628272251309
IL,1,0,1,1,0.75,0.6966911764705882
TX,1,0,1,0,0.5,0.6930051813471503
WA,1,0,1,1,0.75,0.7172619047619048
VA,1,0,1,0,0.5,0.7158119658119658
FL,1,0,0,0,0.25,0.680628272251309
CO,1,1,0,1,0.75,0.7090163934426229
OR,1,1,1,1,1.0,0.6610169491525424
GA,0,0,0,1,0.25,0.6039603960396039
FL,1,1,1,1,1.0,0.680628272251309
FL,0,0,1,1,0.5,0.680628272251309
MA,1,1,1,1,1.0,0.7105263157894737
MA,1,0,1,1,0.75,0.7105263157894737
SC,0,0,1,0,0.25,0.7067307692307693
TN,1,0,1,1,0.75,0.6728723404255319
CA,1,0,1,1,0.75,0.7258566978193146
CA,1,0,1,1,0.75,0.7258566978193146
PA,1,1,1,1,1.0,0.6622222222222223
MT,1,0,0,1,0.5,0.7361111111111112
TX,0,0,1,0,0.25,0.6930051813471503
ID,1,1,0,1,0.75,0.6578947368421053
CA,1,0,1,1,0.75,0.7258566978193146
KS,1,1,1,1,1.0,0.75
FL,1,0,1,1,0.75,0.680628272251309
MN,1,1,1,1,1.0,0.7476190476190476
MD,1,1,1,1,1.0,0.7225274725274725
MA,0,0,0,0,0.0,0.7105263157894737
LA,0,0,0,0,0.0,0.6217948717948718
NM,1,0,0,1,0.5,0.6944444444444444
FL,0,0,1,1,0.5,0.680628272251309
FL,0,0,0,0,0.0,0.680628272251309
NM,0,1,1,1,0.75,0.6944444444444444
FL,1,0,1,1,0.75,0.680628272251309
FL,1,1,1,1,1.0,0.680628272251309
NJ,1,1,1,1,1.0,0.7
MO,1,1,1,1,1.0,0.7005208333333334
OR,1,0,1,1,0.75,0.6610169491525424
CA,1,0,1,1,0.75,0.7258566978193146
ND,1,0,1,1,0.75,0.6944444444444444
GA,1,0,0,0,0.25,0.6039603960396039
NY,1,1,1,1,1.0,0.7316810344827587
OK,1,1,1,1,1.0,0.6363636363636364
CA,1,1,1,1,1.0,0.7258566978193146
NY,1,1,1,1,1.0,0.7316810344827587
DE,1,1,0,1,0.75,0.75
FL,1,1,1,1,1.0,0.680628272251309
KY,0,0,1,1,0.5,0.631578947368421
MI,1,0,1,1,0.75,0.7061068702290076
NY,1,1,1,1,1.0,0.7316810344827587
MS,1,0,0,0,0.25,0.6370967741935484
IL,1,1,1,1,1.0,0.6966911764705882
OR,0,1,1,1,0.75,0.6610169491525424
FL,1,0,1,1,0.75,0.680628272251309
IN,1,0,1,0,0.5,0.6658415841584159
MD,1,0,1,1,0.75,0.7225274725274725
CA,1,0,0,1,0.5,0.7258566978193146
PA,1,1,1,1,1.0,0.6622222222222223
AR,0,0,0,1,0.25,0.6214285714285714
NM,1,0,0,1,0.5,0.6944444444444444
WA,1,0,1,1,0.75,0.7172619047619048
AL,0,0,1,0,0.25,0.6111111111111112
NM,1,1,1,1,1.0,0.6944444444444444
AZ,1,0,1,1,0.75,0.7268518518518519
OR,0,1,1,1,0.75,0.6610169491525424
KY,1,0,0,1,0.5,0.631578947368421
NM,0,0,1,1,0.5,0.6944444444444444
CT,1,1,0,1,0.75,0.7205882352941176
GA,1,1,1,1,1.0,0.6039603960396039
ME,1,1,1,1,1.0,0.8484848484848485
NC,1,1,1,1,1.0,0.6365384615384615
MO,1,0,1,1,0.75,0.7005208333333334
CO,1,0,1,1,0.75,0.7090163934426229
CA,1,1,1,1,1.0,0.7258566978193146
NY,1,1,1,1,1.0,0.7316810344827587
GA,0,0,0,1,0.25,0.6039603960396039
KY,1,1,0,1,0.75,0.631578947368421
WI,1,1,0,0,0.5,0.7091346153846154
GA,0,0,0,0,0.0,0.6039603960396039
MA,1,1,1,1,1.0,0.7105263157894737
NY,1,0,0,1,0.5,0.7316810344827587
IL,1,1,1,1,1.0,0.6966911764705882
KS,1,1,1,1,1.0,0.75
OH,1,0,1,1,0.75,0.6855828220858896
AL,0,0,0,0,0.0,0.6111111111111112
OK,1,0,1,1,0.75,0.6363636363636364
AZ,0,0,1,1,0.5,0.7268518518518519
DE,1,0,1,1,0.75,0.75
NC,1,1,1,1,1.0,0.6365384615384615
NJ,1,0,1,1,0.75,0.7
LA,1,0,1,1,0.75,0.6217948717948718
KS,1,1,1,1,1.0,0.75
MI,1,0,1,1,0.75,0.7061068702290076
KY,1,0,1,1,0.75,0.631578947368421
NJ,1,0,1,1,0.75,0.7
AL,0,0,0,0,0.0,0.6111111111111112
WI,1,1,1,1,1.0,0.7091346153846154
MA,1,0,1,1,0.75,0.7105263157894737
VA,0,1,0,1,0.5,0.7158119658119658
IN,1,1,1,1,1.0,0.6658415841584159
MN,0,1,0,1,0.5,0.7476190476190476
WA,1,0,1,1,0.75,0.7172619047619048
IA,1,0,0,0,0.25,0.6938775510204082
TX,0,0,0,0,0.0,0.6930051813471503
NV,0,0,0,0,0.0,0.7666666666666667
KY,0,0,1,0,0.25,0.631578947368421
NJ,1,0,1,1,0.75,0.7
GA,1,1,1,0,0.75,0.6039603960396039
OH,1,0,1,1,0.75,0.6855828220858896
NY,1,0,1,1,0.75,0.7316810344827587
NY,0,1,1,1,0.75,0.7316810344827587
UT,1,0,0,0,0.25,0.756578947368421
IN,1,0,1,1,0.75,0.6658415841584159
FL,1,0,0,1,0.5,0.680628272251309
FL,1,0,1,1,0.75,0.680628272251309
IL,1,0,0,1,0.5,0.6966911764705882
TN,1,1,0,1,0.75,0.6728723404255319
OH,1,0,1,1,0.75,0.6855828220858896
TN,1,0,1,1,0.75,0.6728723404255319
MI,1,1,1,0,0.75,0.7061068702290076
OK,1,0,1,1,0.75,0.6363636363636364
CO,1,1,1,1,1.0,0.7090163934426229
CA,0,0,1,0,0.25,0.7258566978193146
MD,0,1,1,1,0.75,0.7225274725274725
VA,0,0,1,1,0.5,0.7158119658119658
MA,1,1,1,1,1.0,0.7105263157894737
CA,1,0,0,0,0.25,0.7258566978193146
NC,0,1,1,0,0.5,0.6365384615384615
FL,0,0,1,0,0.25,0.680628272251309
TN,1,0,1,1,0.75,0.6728723404255319
CA,1,1,1,1,1.0,0.7258566978193146
CA,1,0,1,1,0.75,0.7258566978193146
IA,0,1,0,0,0.25,0.6938775510204082
MO,0,0,1,1,0.5,0.7005208333333334
CO,0,0,1,0,0.25,0.7090163934426229
MI,1,1,1,1,1.0,0.7061068702290076
GA,1,0,1,1,0.75,0.6039603960396039
IN,0,0,0,0,0.0,0.6658415841584159
WI,1,0,1,1,0.75,0.7091346153846154
CT,1,0,1,1,0.75,0.7205882352941176
MO,1,0,1,1,0.75,0.7005208333333334
AR,0,1,0,1,0.5,0.6214285714285714
OK,1,0,1,1,0.75,0.6363636363636364
PA,0,0,1,1,0.5,0.6622222222222223
KS,1,1,1,1,1.0,0.75
IL,1,1,1,1,1.0,0.6966911764705882
MI,1,1,1,1,1.0,0.7061068702290076
TX,1,1,1,1,1.0,0.6930051813471503
GA,1,0,0,0,0.25,0.6039603960396039
OR,0,0,0,1,0.25,0.6610169491525424
DE,1,0,1,1,0.75,0.75
NJ,1,1,1,1,1.0,0.7
FL,1,0,1,1,0.75,0.680628272251309
NY,1,1,0,1,0.75,0.7316810344827587
OH,1,0,0,0,0.25,0.6855828220858896
OH,0,0,0,0,0.0,0.6855828220858896
GA,1,0,1,1,0.75,0.6039603960396039
NJ,1,0,1,1,0.75,0.7
AZ,1,1,1,1,1.0,0.7268518518518519
ID,1,0,1,1,0.75,0.6578947368421053
NJ,1,1,1,1,1.0,0.7
IL,0,0,0,1,0.25,0.6966911764705882
KS,1,1,0,0,0.5,0.75
CO,1,0,1,0,0.5,0.7090163934426229
CA,1,0,1,1,0.75,0.7258566978193146
KY,0,0,0,0,0.0,0.631578947368421
NM,1,0,0,1,0.5,0.6944444444444444
MD,1,1,1,1,1.0,0.7225274725274725
NC,1,1,1,1,1.0,0.6365384615384615
AL,1,0,1,1,0.75,0.6111111111111112
MD,1,1,1,1,1.0,0.7225274725274725
FL,1,0,1,1,0.75,0.680628272251309
NC,1,0,0,1,0.5,0.6365384615384615
IN,1,0,1,1,0.75,0.6658415841584159
CA,1,1,1,1,1.0,0.7258566978193146
NY,1,1,1,1,1.0,0.7316810344827587
VA,0,0,1,0,0.25,0.7158119658119658
KY,1,0,1,1,0.75,0.631578947368421
NC,1,0,1,1,0.75,0.6365384615384615
MN,1,1,0,1,0.75,0.7476190476190476
IA,1,1,0,1,0.75,0.6938775510204082
WI,1,1,1,1,1.0,0.7091346153846154
UT,0,0,0,0,0.0,0.756578947368421
PA,1,1,1,1,1.0,0.6622222222222223
IL,1,0,1,1,0.75,0.6966911764705882
NE,1,0,1,1,0.75,0.65625
MN,1,1,1,1,1.0,0.7476190476190476
OR,0,0,0,0,0.0,0.6610169491525424
AL,0,0,1,0,0.25,0.6111111111111112
MN,1,0,1,1,0.75,0.7476190476190476
PA,1,0,0,0,0.25,0.6622222222222223
MI,1,0,1,1,0.75,0.7061068702290076
IN,0,0,0,1,0.25,0.6658415841584159
NY,1,0,0,0,0.25,0.7316810344827587
MO,1,1,1,1,1.0,0.7005208333333334
MO,1,1,1,1,1.0,0.7005208333333334
CA,1,1,1,1,1.0,0.7258566978193146
MA,1,1,0,1,0.75,0.7105263157894737
OR,1,0,1,1,0.75,0.6610169491525424
CA,1,1,0,1,0.75,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
VA,0,0,1,1,0.5,0.7158119658119658
IN,1,0,0,0,0.25,0.6658415841584159
NJ,1,1,1,1,1.0,0.7
TX,1,1,0,1,0.75,0.6930051813471503
OR,1,0,0,1,0.5,0.6610169491525424
NC,0,0,0,0,0.0,0.6365384615384615
IA,0,0,0,1,0.25,0.6938775510204082
WI,1,0,1,1,0.75,0.7091346153846154
NY,1,0,1,1,0.75,0.7316810344827587
DC,1,1,1,1,1.0,0.625
NY,1,1,1,1,1.0,0.7316810344827587
AL,1,0,0,0,0.25,0.6111111111111112
NY,1,0,0,1,0.5,0.7316810344827587
VA,1,0,1,1,0.75,0.7158119658119658
SD,1,1,1,1,1.0,0.7
CA,1,0,1,1,0.75,0.7258566978193146
ME,1,1,1,1,1.0,0.8484848484848485
MI,1,1,1,1,1.0,0.7061068702290076
KY,1,1,1,1,1.0,0.631578947368421
SC,1,0,0,0,0.25,0.7067307692307693
MI,0,0,0,0,0.0,0.7061068702290076
NV,1,1,1,1,1.0,0.7666666666666667
WA,1,0,1,1,0.75,0.7172619047619048
CA,1,1,1,1,1.0,0.7258566978193146
MD,0,0,0,1,0.25,0.7225274725274725
TN,0,0,0,0,0.0,0.6728723404255319
MO,1,1,0,1,0.75,0.7005208333333334
FL,0,0,0,0,0.0,0.680628272251309
KY,1,1,1,0,0.75,0.631578947368421
UT,1,1,1,1,1.0,0.756578947368421
CA,1,1,1,1,1.0,0.7258566978193146
VA,1,1,1,1,1.0,0.7158119658119658
MN,1,1,1,1,1.0,0.7476190476190476
ME,1,0,1,1,0.75,0.8484848484848485
MN,0,1,0,1,0.5,0.7476190476190476
CA,1,1,1,1,1.0,0.7258566978193146
IN,0,0,1,1,0.5,0.6658415841584159
MA,1,0,0,1,0.5,0.7105263157894737
FL,1,0,0,1,0.5,0.680628272251309
MN,1,0,1,1,0.75,0.7476190476190476
TN,1,0,1,1,0.75,0.6728723404255319
LA,1,1,1,1,1.0,0.6217948717948718
MS,1,1,0,1,0.75,0.6370967741935484
IN,1,1,0,1,0.75,0.6658415841584159
FL,1,0,0,1,0.5,0.680628272251309
NY,1,1,0,1,0.75,0.7316810344827587
SC,1,1,1,1,1.0,0.7067307692307693
NJ,1,1,1,1,1.0,0.7
MI,1,1,1,1,1.0,0.7061068702290076
CA,1,1,1,1,1.0,0.7258566978193146
ME,1,0,0,1,0.5,0.8484848484848485
NC,1,0,0,0,0.25,0.6365384615384615
WI,0,0,1,0,0.25,0.7091346153846154
MS,1,0,0,0,0.25,0.6370967741935484
IN,1,0,1,1,0.75,0.6658415841584159
MI,0,0,0,1,0.25,0.7061068702290076
MN,1,0,1,1,0.75,0.7476190476190476
ID,0,0,1,0,0.25,0.6578947368421053
CA,1,0,0,1,0.5,0.7258566978193146
RI,1,0,1,1,0.75,0.7282608695652174
CT,0,0,0,0,0.0,0.7205882352941176
TX,1,1,1,1,1.0,0.6930051813471503
KY,0,0,0,1,0.25,0.631578947368421
TN,0,0,1,1,0.5,0.6728723404255319
AZ,1,0,1,1,0.75,0.7268518518518519
NJ,0,0,0,0,0.0,0.7
KS,1,0,1,1,0.75,0.75
MN,1,0,1,0,0.5,0.7476190476190476
CA,1,0,0,1,0.5,0.7258566978193146
FL,1,0,0,1,0.5,0.680628272251309
GA,0,0,1,0,0.25,0.6039603960396039
IN,1,0,1,1,0.75,0.6658415841584159
OH,1,1,1,1,1.0,0.6855828220858896
IL,0,0,0,0,0.0,0.6966911764705882
WA,0,0,1,1,0.5,0.7172619047619048
PA,1,1,1,1,1.0,0.6622222222222223
KS,1,1,1,1,1.0,0.75
WA,1,0,1,1,0.75,0.7172619047619048
KY,1,0,1,1,0.75,0.631578947368421
NY,1,1,1,1,1.0,0.7316810344827587
TN,1,1,1,1,1.0,0.6728723404255319
SC,1,1,1,1,1.0,0.7067307692307693
MN,0,1,1,1,0.75,0.7476190476190476
CO,1,0,0,1,0.5,0.7090163934426229
OH,1,0,1,1,0.75,0.6855828220858896
TN,1,0,1,1,0.75,0.6728723404255319
TX,1,1,1,1,1.0,0.6930051813471503
MA,1,1,1,1,1.0,0.7105263157894737
IN,0,0,0,0,0.0,0.6658415841584159
GA,1,0,0,0,0.25,0.6039603960396039
SC,0,0,0,1,0.25,0.7067307692307693
MD,1,1,1,1,1.0,0.7225274725274725
NY,0,0,0,0,0.0,0.7316810344827587
TN,0,0,1,1,0.5,0.6728723404255319
OK,1,1,1,1,1.0,0.6363636363636364
IA,1,0,1,1,0.75,0.6938775510204082
CA,1,1,1,1,1.0,0.7258566978193146
TN,0,0,0,0,0.0,0.6728723404255319
CO,1,1,1,1,1.0,0.7090163934426229
PA,0,0,0,1,0.25,0.6622222222222223
IL,1,0,1,1,0.75,0.6966911764705882
MO,1,1,1,1,1.0,0.7005208333333334
OH,1,0,1,1,0.75,0.6855828220858896
IN,1,0,0,1,0.5,0.6658415841584159
IL,0,1,0,0,0.25,0.6966911764705882
CO,1,0,1,1,0.75,0.7090163934426229
UT,1,0,1,0,0.5,0.756578947368421
CA,1,0,1,1,0.75,0.7258566978193146
NY,1,1,1,1,1.0,0.7316810344827587
TN,1,0,1,1,0.75,0.6728723404255319
MS,1,0,1,1,0.75,0.6370967741935484
PA,1,1,1,1,1.0,0.6622222222222223
MO,1,0,1,1,0.75,0.7005208333333334
TX,1,0,0,1,0.5,0.6930051813471503
KY,1,0,1,1,0.75,0.631578947368421
TX,1,0,0,0,0.25,0.6930051813471503
WA,1,0,1,1,0.75,0.7172619047619048
KY,1,1,0,1,0.75,0.631578947368421
AR,1,1,0,1,0.75,0.6214285714285714
OH,1,0,1,1,0.75,0.6855828220858896
NJ,1,0,1,1,0.75,0.7
NC,1,0,1,1,0.75,0.6365384615384615
WA,1,1,0,1,0.75,0.7172619047619048
NY,1,0,1,1,0.75,0.7316810344827587
RI,0,0,1,1,0.5,0.7282608695652174
MO,1,1,1,1,1.0,0.7005208333333334
CA,0,0,0,1,0.25,0.7258566978193146
OH,1,1,0,1,0.75,0.6855828220858896
NC,1,0,0,1,0.5,0.6365384615384615
NY,1,0,1,1,0.75,0.7316810344827587
VA,1,0,0,0,0.25,0.7158119658119658
MN,1,0,1,1,0.75,0.7476190476190476
IL,1,1,1,1,1.0,0.6966911764705882
UT,0,1,1,0,0.5,0.756578947368421
CA,1,0,0,0,0.25,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
CT,1,0,1,1,0.75,0.7205882352941176
NY,0,0,1,1,0.5,0.7316810344827587
IN,1,1,1,1,1.0,0.6658415841584159
NY,1,0,1,1,0.75,0.7316810344827587
NY,1,1,0,1,0.75,0.7316810344827587
NY,1,1,1,1,1.0,0.7316810344827587
FL,1,1,1,1,1.0,0.680628272251309
MI,1,1,1,1,1.0,0.7061068702290076
IN,1,0,1,1,0.75,0.6658415841584159
NY,1,1,1,1,1.0,0.7316810344827587
GA,1,1,1,1,1.0,0.6039603960396039
AR,1,1,1,1,1.0,0.6214285714285714
MS,1,0,1,0,0.5,0.6370967741935484
UT,1,1,0,1,0.75,0.756578947368421
CA,1,1,0,1,0.75,0.7258566978193146
CT,0,0,0,0,0.0,0.7205882352941176
NY,0,1,1,1,0.75,0.7316810344827587
NJ,1,1,0,1,0.75,0.7
AR,0,0,0,1,0.25,0.6214285714285714
MN,1,0,1,1,0.75,0.7476190476190476
CA,1,1,0,1,0.75,0.7258566978193146
NC,1,0,1,1,0.75,0.6365384615384615
UT,1,0,0,1,0.5,0.756578947368421
CO,1,1,1,1,1.0,0.7090163934426229
MA,1,1,1,1,1.0,0.7105263157894737
AR,1,0,1,1,0.75,0.6214285714285714
OK,1,1,1,1,1.0,0.6363636363636364
WI,1,1,1,1,1.0,0.7091346153846154
NY,1,1,1,1,1.0,0.7316810344827587
IL,1,1,1,1,1.0,0.6966911764705882
TX,1,1,1,1,1.0,0.6930051813471503
TX,0,0,1,1,0.5,0.6930051813471503
VA,1,0,1,1,0.75,0.7158119658119658
GA,1,0,0,0,0.25,0.6039603960396039
NC,1,0,1,1,0.75,0.6365384615384615
WI,1,1,1,1,1.0,0.7091346153846154
MI,1,1,1,1,1.0,0.7061068702290076
PA,0,0,0,0,0.0,0.6622222222222223
MA,0,0,0,1,0.25,0.7105263157894737
CO,0,1,0,0,0.25,0.7090163934426229
CA,1,0,1,0,0.5,0.7258566978193146
KS,1,1,1,1,1.0,0.75
PA,1,0,0,1,0.5,0.6622222222222223
NJ,1,1,1,1,1.0,0.7
WI,1,0,0,0,0.25,0.7091346153846154
WI,1,0,1,1,0.75,0.7091346153846154
UT,1,1,0,1,0.75,0.756578947368421
MI,1,1,1,1,1.0,0.7061068702290076
IN,1,0,0,1,0.5,0.6658415841584159
ME,1,1,1,1,1.0,0.8484848484848485
KY,1,1,1,1,1.0,0.631578947368421
CA,0,0,1,0,0.25,0.7258566978193146
ME,1,1,1,1,1.0,0.8484848484848485
NY,1,0,1,1,0.75,0.7316810344827587
NC,1,1,1,1,1.0,0.6365384615384615
KY,1,1,1,1,1.0,0.631578947368421
OH,1,1,1,1,1.0,0.6855828220858896
NJ,1,0,1,1,0.75,0.7
PA,0,0,0,1,0.25,0.6622222222222223
TN,1,0,1,1,0.75,0.6728723404255319
MD,1,0,1,1,0.75,0.7225274725274725
TN,0,0,1,1,0.5,0.6728723404255319
OH,1,0,1,1,0.75,0.6855828220858896
NJ,1,1,1,1,1.0,0.7
OR,1,0,0,1,0.5,0.6610169491525424
MN,1,1,1,1,1.0,0.7476190476190476
MO,0,0,0,0,0.0,0.7005208333333334
IL,1,0,1,1,0.75,0.6966911764705882
CA,1,1,1,1,1.0,0.7258566978193146
IL,0,0,0,1,0.25,0.6966911764705882
LA,0,0,0,0,0.0,0.6217948717948718
AZ,0,0,0,1,0.25,0.7268518518518519
PA,1,0,1,1,0.75,0.6622222222222223
IL,0,0,0,0,0.0,0.6966911764705882
MI,1,0,0,1,0.5,0.7061068702290076
KY,1,0,1,1,0.75,0.631578947368421
MA,0,0,1,0,0.25,0.7105263157894737
LA,1,1,0,1,0.75,0.6217948717948718
UT,1,1,1,1,1.0,0.756578947368421
IL,1,0,0,1,0.5,0.6966911764705882
MD,1,0,1,1,0.75,0.7225274725274725
GA,1,1,1,1,1.0,0.6039603960396039
TX,1,1,0,1,0.75,0.6930051813471503
CA,1,1,1,1,1.0,0.7258566978193146
GA,1,0,0,1,0.5,0.6039603960396039
PA,1,1,1,1,1.0,0.6622222222222223
NC,1,0,0,1,0.5,0.6365384615384615
NY,1,0,0,1,0.5,0.7316810344827587
WV,1,1,0,1,0.75,0.6484375
MI,1,0,1,1,0.75,0.7061068702290076
DE,1,1,1,1,1.0,0.75
MD,1,0,1,1,0.75,0.7225274725274725
FL,0,0,0,0,0.0,0.680628272251309
TN,1,0,0,0,0.25,0.6728723404255319
TX,1,0,0,1,0.5,0.6930051813471503
CA,0,1,1,1,0.75,0.7258566978193146
MD,1,1,0,0,0.5,0.7225274725274725
FL,0,0,0,1,0.25,0.680628272251309
SC,1,0,1,1,0.75,0.7067307692307693
WI,1,1,1,1,1.0,0.7091346153846154
CO,1,0,0,0,0.25,0.7090163934426229
CA,0,0,0,0,0.0,0.7258566978193146
DC,1,1,1,1,1.0,0.625
PA,1,0,1,1,0.75,0.6622222222222223
IL,1,1,1,1,1.0,0.6966911764705882
WI,1,1,1,1,1.0,0.7091346153846154
CA,1,1,1,1,1.0,0.7258566978193146
PA,0,0,0,1,0.25,0.6622222222222223
PA,1,0,1,1,0.75,0.6622222222222223
CT,1,1,1,1,1.0,0.7205882352941176
TX,0,0,1,1,0.5,0.6930051813471503
WV,1,0,1,1,0.75,0.6484375
MN,1,0,1,1,0.75,0.7476190476190476
WA,1,1,1,1,1.0,0.7172619047619048
NJ,1,0,1,1,0.75,0.7
IA,1,1,1,1,1.0,0.6938775510204082
OK,0,1,0,1,0.5,0.6363636363636364
OH,1,1,1,0,0.75,0.6855828220858896
GA,1,0,0,0,0.25,0.6039603960396039
SC,1,1,1,1,1.0,0.7067307692307693
NC,1,0,1,1,0.75,0.6365384615384615
AZ,1,0,1,1,0.75,0.7268518518518519
OR,1,0,1,1,0.75,0.6610169491525424
NY,1,1,1,1,1.0,0.7316810344827587
SC,1,1,1,1,1.0,0.7067307692307693
SC,1,1,1,1,1.0,0.7067307692307693
VA,0,1,1,1,0.75,0.7158119658119658
MI,1,0,0,1,0.5,0.7061068702290076
NC,0,0,0,1,0.25,0.6365384615384615
MN,1,1,1,1,1.0,0.7476190476190476
IL,0,0,1,1,0.5,0.6966911764705882
RI,0,1,1,1,0.75,0.7282608695652174
NY,1,0,1,1,0.75,0.7316810344827587
VA,1,0,0,1,0.5,0.7158119658119658
IL,1,1,1,1,1.0,0.6966911764705882
FL,1,1,0,1,0.75,0.680628272251309
NJ,0,0,1,1,0.5,0.7
GA,1,1,1,1,1.0,0.6039603960396039
MA,1,1,1,1,1.0,0.7105263157894737
GA,0,0,1,1,0.5,0.6039603960396039
TN,1,1,1,1,1.0,0.6728723404255319
MN,1,0,0,0,0.25,0.7476190476190476
NJ,1,1,1,1,1.0,0.7
MN,1,1,1,1,1.0,0.7476190476190476
VA,1,1,1,1,1.0,0.7158119658119658
WV,1,0,1,1,0.75,0.6484375
NJ,0,0,0,1,0.25,0.7
VT,1,1,1,1,1.0,0.8392857142857143
